lp,src,mt,ref,score,raw_score,annotators
kk-en,"Фестивальдің барлық шаралары, шеберлік сағаттары Т.Жүргенов атындағы Ұлттық өнер академиясы мен ""Тұран"" университетінде өтеді.","All events of the festival, master classes will be held at the National Academy of Arts named after T.Zhurgenov and the University of ""Turan"".","All the events of the festival, master classes will be held at T.Zhurgenov National Academy of Arts and Turan University",1.07489502950114,100.0,1
kk-en,"Жұмыс орнымен қамтылған түлектердің саны туралы мәліметтерді жасанды түрде арттыру арқылы жалғандау, оқу орындарының әкімшілігімен түлектерді жұмыспен қамтылуына көмек көрсетпеуі жиі орын алған.","There is a frequent connection with an artificial increase in information about the number of graduates covered by the working place, not rendering assistance in employment to graduates.","Lying by artificially increasing number of employed graduates, failure to help by administration of educational institution to employment of graduates occurred frequently.",-1.23543121768123,9.0,1
kk-en,"Қылмыстылық 4%-ға (19314-тен 18536-ға дейін), оның ішінде, кісі өлтіру қылмыстары (91-ден 68-ге дейін), қарақшылық шабуыл (31-ден 24-ке дейін), тонау (473-тен 396-ға дейін) бөтен мүлікті ұрлау қылмыстары (11550-ден 11377-ге дейін) азайды.","Crime by 4% (from 19314 to 18536), including murder (from 91 to 68), robbery (from 31 to 24), robbery (from 473 to 396), theft of foreign property reduced (from 11550 to 24) 11377).","Criminality decreased by 4% (from 19314 to 18536), including murders (from 91 to 68), robbery with violence (from 31 to 24), robbery (from 473 to 396), theft of other's property (from 11550 to 11377).",-0.00535551530799918,51.0,1
kk-en,"Біз жеке бастамаларды, бағдарлама жасау мектептерін, роботтық техника мен кибер-спортқа қатысты спартакиадалар мен олимпиадаларды жан-жақты қолдаймыз.","We fully support private initiatives, schools for the creation of programs, spartakiads and the Olympic Games on robotics and cyber sports.","We give comprehensive support to private initiatives, programming schools, sports games and the Olympiads in robotics and e-sports.",-0.0346430320311712,50.0,1
kk-en,Астанада 5-қабаттан секірмек болған азаматты кім құтқарды.,Who saved a citizen who made jumps from 5 floors in Astana.,Who saved the citizen going to jump from the 5th floor in Astana.,0.020153795855484,75.0,1
kk-en,"2011-2020 жылдарға арналған терможаңғырту бағдарламасы іске қосылғалы бері Атырау қаласында 110 көпқабатты тұрғын үй жөндеуден өтті, деп xабарлайды Атырау қаласы әкімдігінің баспасөз қызметі.","Since the beginning of the program of thermo-modernization for 2011-2020, 110 high-rise residential buildings have been repaired in Atyrau, the press service of the akimat of Atyrau city reports.","110 multistorey residential buildings have been repaired in Atyrau since the launch of Thermal Renovation Program for 2011-2020, the Press Service of Atyrau City Akimat informs.",0.602374565013906,88.0,1
kk-en,"37 жастағы спортшы австралиялық The Divinyls I Touch Myself тобының әнін шырқап, бір қолымен төсін жауып тұрған.","The 37-year-old Australian athlete The Divinyls I Touch Myself sounded the band 's song, covering one hand.","37-year-old athlete sang the song of Australian The Divinyls ""I Touch Myself"" and covered her breast with one hand.",-0.0694186301688887,73.0,1
kk-en,"Өз басым осындай кештерді жиі өткізу қажет деп ойлаймын, - деді И.Кереева.","I think that such evenings need to be held more often, - I.Kereeva said.","I think that this kind of events must be held more often, - I.Kereyeva said.",-0.360529014748097,66.5,2
kk-en,"Эко­номиканы дамытпасақ, елге пайдамыз тимесе неге жүрміз?","Don 't we develop eco-nomics, don' t we touch the country?","Why are we working, if we do not develop the economy and cannot be useful for the country?",-1.32343259451011,45.0,1
kk-en,"""Ақтөбемұнаймашкомплект"" және ""Стройдеталь"" кәсіпорындары 7 пайыздық көрсеткішті ұстанбақ.","Enterprises of ""Aktobemunakit"" and ""Stroydetal"" occupy 7%.","""Aktobemunaimashkomplekt"" and ""Stroydetal"" are going to keep 7 percent indicator.",0.109726221879857,77.0,1
kk-en,"Германия заңы бойынша, балаға зорлық-зомбылық жасауға тыйым салынғандықтан, жергілікті билік өкілдері қызды анасынан айырды.","According to the German law, due to the prohibition of child violence, representatives of local authorities have deprived the mainland.","According to German laws, as it is prohibited to make violence against a child, local authorities took the girl away from her mother.",-2.12958442872946,27.0,1
kk-en,Бас Консул мен журналистердің кездесуін ұйымдастырған Түркітілдес журналистер қоры екенін осы арада айта кетуіміз керек.,"It should be noted that the fund of Turkic-speaking journalists, who organized the meeting of the Consul General and journalists, is real.",It should be noted that the meeting of the Consul General and journalists was organized by a fund of Turkic-speaking journalists.,0.474590200819953,84.0,1
kk-en,"Жылдың басынан бері прокурорлар азаматтар мен заңды тұлғалардың 5 мыңнан астам арыздарын назарға алып, шешім табуына жәрдемдесіпті.","Since the beginning of the year, prosecutors have taken into account more than 5,000 appeals of citizens and legal entities and contributed to the decision making.","Since the beginning of the year, prosecutors took into consideration more than 5 thousand complaints from individuals and legal entities, helped in finding a solution.",0.576094734858315,87.0,1
kk-en,"Сонымен қатар, Нұрсұлтан Назарбаев ІТ-технологияларды дамытуға тартылған дарынды жастарды қолдау қажеттігіне назар аударды.","In addition, Nursultan Nazarbayev drew attention to the need to support talented youth involved in the development of IT technologies.","In addition, Nursultan Nazarbayev drew attention to the need to support talented young people involved in the development of IT technologies.",0.576094734858315,87.0,1
kk-en,Жаңа жылдан бастап жұмысшылардың жалақысы өседі.,"Since the new year, workers ""wages will grow.",Salary of employees will increase starting from the new year.,-0.37128091616639,59.0,1
kk-en,"""Til - qazyna"" - латын графикасында! - Атырау облысының қоғамдық-саяси газеті","""Language - kazina"" - on the Latin chart! - the socio-political newspaper of Atyrau region","""Til - qazyna"" in Roman script! - Atyrau regional social and political newspaper",0.0347372199870546,71.0,1
kk-en,Индонезияда құлаған Boeing бортында жарылыс болмағаны анықталды.,"On board fallen in Indonesia, Boeing revealed that the explosion was not.",It has been defined that there was no explosion on Boeing board crashed in Indonesia.,0.305415977422685,79.0,1
kk-en,Бауыр еті баласынан айырылған ана енді ақиқатына жете алмай зар жылап жүр.,"The wife, who has lost a heavy harvest, is now unable to reach the truth.",The mother who has lost her child is now crying failing to find out the truth.,-1.01414296507601,40.0,1
kk-en,"27 жасында ""Лермонтов және Абай"" тақырыбында кандидаттық диссертация қор­ғады.","At the age of 27 she oversaw a PhD thesis on ""Lermontov and Abay"".","At the age of 27, he defended the Ph.D. thesis on the topic ""Lermontov and Abay"".",0.576094734858315,87.0,1
kk-en,Ірі кәсіпорындарда жұмыс істейтіндердің тең жартысы осындай күйді бастан кешуде.,Half of large enterprises are experiencing similar expectations.,Half of workers in large enterprises experience such a state.,0.779305984513805,100.0,1
kk-en,"Айта кетейік, бұған дейін ""Маңғыстауда маман жоқ па?"" деген мақала жариялағанбыз.","It should be noted that earlier article ""There is no specialist in Mangystau?"" was published.","By the way, we published an article named ""Is there no specialist in Mangistau?"" before.",-0.229108778311627,67.0,1
kk-en,"Жоғары оқу орындарында оқу бағдарламалары жаңартылды, - деді Қазақстан Президенті.","Educational programs have been updated in the universities, the President of Kazakhstan said.","The curriculum has been upgraded in universities, - the President of Kazakhstan said.",0.137587499079439,79.0,1
kk-en,"Ол кезде америкалық Селины Барриостан (4-0, 2КО) нокаутпен жеңілген еді.","Back then, American Celine Barriostan (4-0, 2KO) was losing a knockout.","At that time she lost with a knockout from American Celina Barrios (4-0, 2KO).",0.198703545311284,81.0,1
kk-en,"""Рухани жаңғыру"" бағдарламасы аясында ұйымдастырылып отырған іс-шараға ""ЮНЕСКО"" штаб-пәтерінен, ""Түріксой"" ұйымынан, Ресей Федерациясынан арнайы өкілдер, жақын және алыс шет елдердің жетекші дәстүрлі орындаушылары, Қырғызстан, Ресей, Өзбекстан Республикаларының өнер ұжымдары және еліміздің ""академиялық"" дәрежесі бар оркестрлері қатысады"", делінген хабарламада.","The event, which is held within the framework of the program ""Modernization of Public Conscience"", will be attended by special representatives from the headquarters of ""UNESCO"", ""Turk"", the Russian Federation, leading traditional performers of the countries of near and far abroad, arts groups of Kyrgyzstan, Russia, Uzbekistan, the Republic of Uzbekistan and orchestras and orchestras and orchestras and orchestras ""academic"" the statement reads.","An announcement says ""Special representatives from UNESCO headquarters, ""Turiksoy"" organization, Russian Federation, leading traditional artists from near and far abroad, art teams from Kyrgyzstan, Russia, Uzbekistan and orchestras having ""academy"" degree will participate in the measurement being arranged within the framework of ""Spiritual Revival"" program"".",-1.42087167983259,28.0,1
kk-en,"Сонымен қатар, аудандық колледжді бітірген 48 жас маман Қытай зауыттарында қосымша білім алды.","In addition, 48 young professionals who graduated from the district college received additional education at Chinese plants.","As well, 48 young professionals graduated from the district college have acquired additional education at Chinese plants.",0.779305984513805,100.0,1
kk-en,Қоғамдық мүдделерді қорғау жүйесі саласында азаматтардың құқықтарын қорғау және бюджетті толықтыруға баса назар аударылған.,"In the sphere of the system of protection of public interests, much attention is paid to the protection of the rights of citizens and the replenishment of the budget.","Much attention was paid to the public interests protection system, namely protection of citizens' rights and budgetary recharge.",0.687631915166038,97.0,1
kk-en,"Облыстық тарихи-өлкетану музейінің қазіргі ғимараты толыққанды жұмыс жүргізуге тар болып тұр, сондықтан жаңа ғимараттың тиісті құжаттары дайындалып жатыр.","The modern building of the regional historical and local history museum is narrow for full work, so the corresponding documents of the new building are prepared.","The current building of the regional local history museum is confined, so the documents for the new building are being prepared.",0.718189938281961,98.0,1
kk-en,Бұл өз кезегінде мемлекеттік қызметкерлерге жазушылардың мәдениеті және шығармашылық өнерімен жақын танысуға мүмкіндік берді.,This allowed public employees to get acquainted with the culture and creative art of writers.,"This, in turn, gave the civil servants an opportunity to closer familiarize with the culture and creative art of the writers.",0.687631915166038,97.0,1
kk-en,"Астанада өтетін ""Қасиетті қазақ елі"" фестиваліне 10 елден қандастарымыз қатысады.","Our compatriots from 10 countries will take part in the festival ""Kogietti Kazak"", which will take place in Astana.","Countrymen from 10 countries will participate in the ""Sacred Kazakh country"" Festival held in Astana.",0.045913429731673,76.0,1
kk-en,Қазақстандық боксшы Ержан Залилов кәсіпқой рингтегі 11-ші жеңісіне қол жеткізді.,Kazakhstan boxer Yerzhan Zalilov won the 11th victory in a professional ring.,Kazakh boxer Yerzhan Zalilov reached his 11th win at the professional squared circle.,0.543008710734579,75.0,1
kk-en,"Екі екінші орынды қызылордалық Шыңғысхан Сәдуовтің ""Жарнама бизнес-идеясы"" мен Сырдария ауданынан Өмірзақ Есболатовтың ""Сауықтыру орталығы"" жобасы бөлісті.","Two second places were shared by Kyzylorda Chingizkhan Salimov on the project ""Advertising Business Idea"" and the project ""Center of Resurrection"" Umirzak Yesbulatov from Syrdarya district.","Two second places were taken by the ""Advertising Business Idea"" of Shyngyskhan Saduov, and ""Wellness Center"" project of Umirzak Yesbolatov from Syrdarya district.",-1.34363668529394,14.0,2
kk-en,"Ғасырға жуық тарихы бар газеттің мерейтойына орай өткен медиа-конференцияда қазіргі қазақ журналистикасы, жаңа трендтер мен заманауи технологиялар жайлы сөз болды.","At the media conference devoted to the anniversary of the newspaper with the ancient history, it was about modern Kazakh journalism, new trends and modern technologies.","The speech was about current Kazakh journalism, new trends and the latest technologies at the media conference held in honor of the newspaper anniversary celebration with the history of almost a century.",-0.353921067705207,46.0,2
kk-en,Индонезияда жер сілкінісіне қарамастан жұмыс орнында қалған 21 жастағы әуе диспетчерін соңғы сапарға шығарып салды.,"Despite the earthquake in Indonesia, the 21-year-old air dispatcher, who was in the workplace, made the last path.",21-year-old air dispatcher left at the workplace despite the earthquake in Indonesia was sent to glory.,-0.725064424300982,34.0,1
kk-en,"Жаңа нысанның ашылу рәсіміне қала әкімінің орынбасары Полымбет Хасанов, облыстық Денсаулық сақтау басқармасының басшысы Мәншүк Аймұрзиева қатысты.","Deputy Governor of the city Polymbet Hasanov, head of the regional health department Manshuk Aymurzieva attended the opening of the new facility.","Deputy Akim of the City, Polymbet Khassanov, and the Head of the regional Healthcare Department, Manshuk Aimurziyeva, participated in the ceremonial opening of the new facility.",0.481151484635284,73.0,1
kk-en,Мәжіліс Төрағасы­ның­ сө­зі­нен соң О.Мұхамеджанов­тың ғұмырынан сыр шертетін бей­не­фильмнің көрсетілімі болды.,After the meeting with the Chairman of the Majilis there was a screening of a video film telling about the life of O.Mukhamedzhanova.,"Following the speech of the Chairman of the Mazhilis, a video film about O. Mukhamedzhanov's life was held.",0.202793967188453,64.0,1
kk-en,"Сонымен қатар, Атырау облысы әкімінің тапсырмасымен жергілікті бюджет және мемлекеттік-жекешелік әріптестік есебінен жуық арада тағы бір бекет, үш қосалқы жедел-жәрдем бекеті ашылады, - дейді Мәншүк Аймұрзиева.","In addition, on behalf of the Governor of Atyrau region, at the expense of the local budget and public-private partnership, another post, three auxiliary ambulances will be opened in the near future, Manshuk Aymurzieva said.","Besides, one more station, three subordinate emergency stations will be opened soon at the expense of the local budget and public-private partnership by the order of Atyrau regional Akim, - Manshuk Aimurziyeva says.",-0.230206615506617,50.0,1
kk-en,"""Тобыл"" футбол клубы БАҚ-да тараған бас бапкерге қатысты ақпаратты жоққа шығарды, деп хабарлайды ҚазАқпарат клубтың ресми сайтына сілтеме жасап.","The football club ""Tobol"" has denied the information relating to the head coach circulated in the media, reported KazInform, citing the club's official website.","""Tobol"" football club denied the information concerning the head coach distributed in mass media, KazInform reports with the reference to the official website.",-1.28177945919464,16.0,1
kk-en,"""Рестобарда қызмет дәрежесін пайдаланған Е.С. Елтүзеров күзетші А.И. Усенко тарапына балағат сөздер айтып, оған кеуде тұсынан қасақана бірнеше соққы жұмсаған"", - дейді облыстық соттың баспасөз қызметіндегілер.","""Having used a degree of service in Restobar E.S. Eltuzerov guard A.I. Usenko expressed the uncensored side, which deliberately spent several blows from the chest"", - told the press service of the regional court.","""Having exercised his powers in the restaubar Ye.S. Yeltuzetov said curse words towards A.I. Usenko, intentionally hit him in his chest for a few times"", - said officers of Press Service of the Regional court.",0.902557503110335,82.0,2
kk-en,"Ал бұл жерде өзімнің ұстанымым - қарсымын, - деп түйді Архимед Мұхамбетов.","And here my position - I treat, - Archimedes Mukhambetov concluded.","But I am against it, it is my viewpoint - Arkhimed Mukhambetov concluded.",0.521819785709098,69.0,1
kk-en,"Қостанай қалалық ІІБ ""Оңтүстік"" бөлімшесінің бастығы, полиция майоры Елтүзеров танысымен бірге түнгі клубтың мейманханасында ішімдік ішкен.","The head of the department ""South"" of Kostanay city police department, major police of Eltuzerov together with the dance drank in the hotel night club.","The head of ""Ontustik"" subdivision of the DIA of Kostanay, police major Yeltuzerov was drinking alcohol with his friend in the night club restaurant.",-0.00535551530799918,51.0,1
kk-en,"Қазіргі уақытта нысанның барлық құрылыс жұмыстары аяқталып, жабдықтарды монтаждау жұмыстары жүргізілуде.","At present, all construction works of the object are completed, the installation of the equipment is carried out.","Currently, all the construction operations are completed at the site, and operations on equipment assembly are being performed.",-0.766830950110472,25.0,1
kk-en,Шақыртуларға 8 жедел-жәрдем бригадасы шығады.,8 ambulance crews will be replaced.,8 emergency teams will handle calls.,0.668257369324958,74.0,2
kk-en,"Сондықтан облыстардың әкімдеріне осы мәселені қатаң бақылауға алып, тапсырмалардың алдағы екі айда орындалуын қамтамасыз ету тапсырылды.","Therefore, the Akims of the regions are instructed to take this issue to strict control and to ensure the fulfillment of the instructions in the next two months.","Therefore, regional akims were instructed to supervise strictly this issue and provide the implementation of the task within the next two months.",1.31258273723474,96.0,1
kk-en,"Елбасы Қазақстан хал­қына кезекті Жолдауында ""Үкіметке 2019 жылдың 1 қаңтарынан бас­тап ең төменгі жалақыны 1,5 есе, 28 мың­нан 42 мың теңгеге дейін өсіруді тап­сырамын.","In the Address to the people of Kazakhstan ""the Head of State instructed the Government to increase the minimum wage 1.5 times from January 1, 2019, from 28 thousand to 42 thousand tenge.","In his regular Message to people of Kazakhstan the President said: ""I give the government a task to increase the lowest salary 1.5 times, from 28 thousand to 42 thousand tenge starting from January 1, 2019.",0.931845019833506,83.0,1
kk-en,Ресейдің Avito сайтында қазақ топырағын сату туралы хабарлама жарияланды.,On the site Avito of Russia published a message about the sale of the Kazakh soil.,An advertisement about the sale of Kazakh soil was published on Russian Avito website.,-0.547174574686684,32.5,2
kk-en,"Орал Байғонысұлының өзінің қызметін туған жері - Қостанай облысынан бастап, өмірінің соңына дейін елім деп, жерім деп еңбек етті.","Ural Bayguonyuly worked in his post - from Kostanay region to the end of his life, both the country and the land.","Oral Baigonyssuly's career started in Kostanay region, his birthplace, he dedicated his life to his country, his motherland.",-0.00535551530799918,51.0,1
kk-en,"Бейінді министрліктердің және бірқатар әкімдердің баяндамаларын тыңдағаннан кейін, Б.Сағынтаев жалпы 9 айдың қорытындысы бойынша ""Нұрлы жер"" мемлекеттік бағдарламасының барлық негізгі бағыттары бойынша өсім байқалатынын атап өтті.","After hearing the reports of the relevant ministries and a number of governors, B. Sagintayev noted that in general, the results of 9 months there was an increase in all the main directions of the state program ""Nurly Zher"".","After listening to the reports of profile ministries and a number of akims, B.Sagintayev said that according to the results of 9 months growth was observed in all key areas of ""Nurly Zher"" state program.",1.10757012017254,89.0,1
kk-en,"""Ісләмтану ілімінің негізін қалаған ""Алматы ақшамы"" газеті.","""The newspaper"" Almaty, however, ""based on the knowledge of universality.","""""Almaty akshamy"" newspaper is a founder of Islam studies"".",0.69754488604813,75.0,1
kk-en,"Конференция барысында партия облыстық филиалы бақылау-тексеру комиссиясының төрағасы Жарылқасын Айтақов атқарылған жұмыстар бойынша есеп берсе, партия облыстық филиалының партиялық бақылау комиссиясы төрағасының орынбасары Бақыт Әлмұратов, партия облыстық филиалы жанындағы Сыбайлас жемқорлыққа қарсы іс-қимыл жөніндегі қоғамдық кеңестің төрағасы Бахтияр Алдашов бақылау жұмыстарының нәтижелеріне тоқталды.","During the conference, Chairman of the Audit Committee of the regional branch of the Party Zharylkyn Haytakov reported on the work done, Deputy Chairman of the Committee of Party Control of the regional branch of the Party Bakhyt Almuratov, Chairman of the Public Council on Anti-Corruption under the regional branch of the Party Bakhyt.","During the conference, while the Chairman of the control and inspection commission of the regional branch of the Party Zharylkassyn Aitakov reported on the works performed, deputy chairman of Party inspection commission of the regional branch of the Party Bakyt Almuratov, chairman of social council on anti-corruption affiliated with the regional branch of the Party Bakhtiyar Aldashov settled on the results of inspection works.",0.726768449393124,84.0,1
kk-en,"""Қазақтүрікмұнай"" және ""Қазақстан мұнай жабдықтары зауыты"" жалақыны 5 пайызға өсіреді.","""Kazakhturkmunai"" and ""Kazakhstan Oil Equipment Plant"" will increase wages by 5%.","""Kazakhturikmunai"" and ""Kazakhstan oil equipment plant"" will raise salary by 5 percent.",0.797055533473697,86.0,2
kk-en,"Бұл ең алдымен комсомолдардың - Қазақ Елінің Тәуелсіздігіне ""түкірдім"" дегенін білдіреді.","This, above all, suggests that the Komsomolets are ""spat"" in the independence of the Kazakh Khanate.","This, first of all, means Komsomols' slap in the face of the Independence of the Kazakh Country.",-1.52241824118521,20.0,1
kk-en,"Өңірдің бас дәрігерінің айтуынша, жаңа нысан жақын маңдағы үйлер мен ықшам аудандардан 75 мың тұрғынды қабылдай алады.","According to the chief doctor of the region, the new facility can take 75,000 residents of nearby homes and neighborhoods.","According to the regional head doctor, the new facility will be able to admit 75 thousand residents living in nearby houses and microdistricts.",0.199615318788827,69.0,2
kk-en,"Конференцияда ""Нұр Отан"" партиясы Жамбыл облыстық филиалы төрағасының бірінші орынбасары Ерқанат Манжуов партия облыстық филиалының екі жылда атқарған жұмыстары мен жетістіктері және алда тұрған межелі міндеттері жөнінде баяндады.","At the conference, First Deputy Chairman of the regional branch of the party ""Nur Otan"" Yerkanat Manžuov told about the work done and achievements of the regional branch of the party for two years and tasks for the upcoming period.","The first deputy chairman of Zhambyl regional branch of ""Nur Otan"" party Yerkanat Manzhuov reported on the works and achievements of the regional branch of the Party performed within two years and forthcoming tasks.",-0.186963643654324,58.0,1
kk-en,Соның арасынан айына 32-33 мың теңге алатын 5-6 адамға жалақыны көбейттік.,Among them increased wages for 5-6 people receiving 32-33 thousand tenge per month.,"Among them, we have given 5-6 people earning 32-33 thousand tenge per month a raise.",0.867342617554269,88.0,1
kk-en,Жаман емес.,Jaman is not an exception.,Not bad.,-2.11985845587008,3.0,1
kk-en,"Зауыттың өкілі Вадим Ямалетдиновтың айтуынша, фирма өнімін екі күндік көрмеге бірнеше рет тасуға мәжбүр болған.","According to the representative of the plant Vadim Yametdinova, the firm has been forced to transfer the products to a two-day exhibition.","According to the plant's representative, Vadim Yamaletdinov, the company had to bring its products several times during the two-day exhibition.",0.442386285744829,70.0,1
kk-en,Оған арнайы диплом мен 300 мың теңгенің сертификаты табыс етілді.,He was awarded a special diploma and a certificate for 300 thousand tenge.,He was awarded with a special diploma and a certificate of 300 thousand tenge.,0.987498128823839,100.0,1
kk-en,"Осы ретте айта кетейік, мұндай қондырғымен республиканың бес клиникасы ғана жабдықталған.","At the same time, we will notice that only five clinics of the republic are equipped with such installation.",It should be noted that only five clinics of the republic are equipped with such a unit.,0.786296391084671,92.5,2
kk-en,Жер сілкінісінің энергетикалық санаты - 8.6.,The energy category of the earthquake is 8.6.,Power category of the earthquake was 8.6.,0.3436525680585,76.0,1
kk-en,"Кеш барысында мемлекеттік қызметшілер өздерін басқа қырынан көрсетіп, өлең оқып, поэзияға жақын екендіктерін байқатты.","During the evening, civil servants showed themselves in their own way, read the poem and considered him close to poetry.","During the event, civil servants showed themselves from the other side, read verses, demonstrated their affinity with poetry.",-0.353846789437284,50.0,1
kk-en,"Дегенмен, оның жұмысы биыл ғана жандана түсті.","However, his work has only intensified this year.","Nevertheless, its work has been revived only this year.",-0.487981281263397,45.0,1
kk-en,"Астанада ҚР Кәсіподақтар федерациясының ұйымдастыруымен ""Еңбек қатынастарындағы медиация"" атты семинар-кеңес өтіп жатыр, деп хабарлайды ҚазАқпарат тілшісі.","Astana hosts a seminar ""Mediation in labor relations"" organized by the Federation of Trade Unions of Kazakhstan, the correspondent of KazInform reports.","The consulting workshop named ""Mediation in labor relations"" is being held in Astana arranged by the Federation of Trade Unions of Kazakhstan, the reporter of KazInform says.",0.987498128823839,100.0,1
kk-en,Төртінші қабаттан секірген ол көптеген жарақат алды.,In a jump from the fourth floor he received numerous injuries.,He suffered multiple injuries having jumped off the fourth floor.,0.987498128823839,100.0,1
kk-en,"""Элеватор Агрофуд"" жауап­кершілігі шектеулі серік­тестігі қатты бидайды сапа­лы сақтауды, өңдеуді одан әрі дамытуға бет алған.","The limited liability partnership ""Elevator Agrofud"" is aimed at further development of qualitative storage, processing of solid grain.","""Elevator Agrofood"" Limited Liability Partnership has taken a ply towards further development of high-quality storage and processing of durum wheat.",0.692402246806392,89.0,2
kk-en,Индонезиялық Lion Air компаниясының Boeing 737 ұшағы Джакартадан Панкалпинанг қаласына ұшатын.,Indonesia's Lion Air Boeing 737 jet from Jakarta flies to the city of Pankalpinang.,The aircraft Boeing 737 of Indonesian Lion Air Company was flying from Jakarta to Kota Pangkal Pinang.,0.692402246806392,89.0,1
kk-en,Кеш соңында қатысушылардың кеткісі келмегендігін байқадым.,At the end of the evening I noticed that the participants didn 't want to leave.,"At the end of the event, I noticed that the participants did not want to leave.",0.770796493451176,80.0,1
kk-en,Жақында 67 папка тағы жеткізілді.,"Soon, 67 folders were taken.","Recently, 67 more folders have been delivered.",-0.660241772512056,29.0,1
kk-en,"""Алтын емел"" ұлттық табиғи паркінде кекілік, ұлар, сондай-ақ ілеспе қанаттылар сияқты жыртқыш құстарды есепке алу жүргізілді.","In the national nature park ""Altyn emel"" the records of such predatory birds, such as scarring, boys, as well as passing wings were carried out.","Some birds of pray like kekilik, ular, and others were counted in Altyn-Emel National Nature Park.",-0.968897084778635,18.0,1
kk-en,2015 жылы Рональдиньоға ағасымен бірге тыйым салынған жерде қойма және балық аулау платформасының заңсыз құрылысын жүргізгені үшін айыппұл салынды.,"In 2015, Ronaldinghy's flow at the site of a banned warehouse and fishing platform was fined for illegal construction.","In 2015, Ronaldinho and his brother were fined up for performing illegal construction at a prohibited place of warehouse and fishing platform.",1.3319879702995,100.0,1
kk-en,"Алайда, мен шешіндім, өйткені аталған проблема әлемдегі кез-келген әйелге қатысты.","However, I have not decided since this problem concerns any woman in the world.","However, I undressed, because the said problem concerns every woman in the world.",1.3319879702995,100.0,1
kk-en,"Өткен жылы Қазалы теміржол ауруханасының базасында Арал, Қазалы, Қармақшы аудандарының тұрғындары үшін ауданаралық инсульттық орталық, Байқоңыр қаласынан көпсалалы аурухана ашылды.","Last year, an interdistrict stroke center for residents of the Aral, Kazaly, Karmakshy districts, a multidisciplinary hospital from the city of Baikonur was opened on the basis of Kazaly railway hospital.","Last year, on the basis of Kazaly railway hospital interdistrict stroke center for residents of Aral, Kazaly, Karmakshy districts a multi-purpose hospital in Baikonyr was opened.",-0.19525128016379,67.5,4
kk-en,"Соны ""Элеватор Агрофуд"" кәсіпорны қолдан келгенше қалпына келтіріп, қазір Торғай өңірінде өсетін аз болса да саз, қамырлылығы 30-дан айналатын сапалы бидайды сақтап, сатып отыр.","Nevertheless, the company ""Elevator Agrofud"" continues to recover and, although now in Turgay region there are fewer clay, and the dough - more than 30 quality wheat.","It was recovered by ""Elevator Agrofood"" company as much as they can, now it stores, sells high-quality wheat with an adhesive capacity of 30 turns growing in Torgay district.",-0.440055893243712,62.5,2
kk-en,"Біздің Торғай өңірінің бидайына бір жағы Қытай, бір жағы арабтар, қасымыздағы Ресей қызығушылық танытады.","China, one side of the Arabs, the same Russia, is of interest to the wheat of our Torgay region.","China on one side, Arabs on the other side, and Russia nearby express their interest in our Torgay district wheat.",-0.337992366513585,65.5,2
kk-en,Қалалықтар біздің көрмеге қоюға апарған өнімімізді сатуды жиі сұрап келіп жатты.,"The residents often asked about the sale of our products, which led to the exhibition.",City residents frequently asked us to sell the exhibition products.,-0.588684865291062,59.5,2
kk-en,"Сарапшылардың экипаж бортындағы ақпаратты жазып алатын құрылғысынан (""қара жәшік"") алған мәліметі бойынша, теңізге құлайтын кезде ұшақ қозғалтқышы бар күшінде жұмыс істеп тұрған.","According to experts recording information on the crew board from the device (""black box"") it got in the sea while falling in force by the plane with the engine.","According to the data received from the information recording device on the board (""black box"") by experts, when the aircraft was falling into the ocean, its engine was running full force.",-0.158771218460359,69.0,2
kk-en,"Тергеуші сондай-ақ, талап-арызды қабылдамайтынын да айтқан көрінеді.",The investigator also said that he does not accept the claim.,The investigator also seems not to accept the statement of claim.,0.485287660411488,82.0,2
kk-en,"Оның айтуынша, бүгінде сот жүйесі мен құқық қорғау органдарында медиация қызметі алға қойылған.","According to him, today the judicial system and law enforcement agencies have the task of mediation.","According to him, as of today, mediation service has been initiated in the court system and law enforcement authorities.",0.261214721269103,71.25,4
kk-en,Екі оқиғада да нәрестелер көз жұмды.,Two babies also died in the incident.,Babies died in both events.,-0.263476801278856,55.5,4
kk-en,"IRNA агенттігінің мәліметінше, Сауд Арабиясымен байланысы бар ""Ахваздағы патриоттық араб демократиялық қозғалысы"" тобы мойнына алды.","According to IRNA, the connection with Saudi Arabia in ""Ahvaze"" has taken over the patriotic group of the Arab democratic movement.","According to the IRNA agency, ""Ahvaz's patriotic Arab democracy movement"" group related to Saudi Arabia took responsibility for the event.",0.282845965107792,70.5,4
kk-en,"""Қара археологияға"" қарсы күрес ережелері бекітіледі.","The rules of fight against ""black archaeology"" will be approved.","""Black archaeology"" fighting rules agreed.",0.0118663027404058,64.5,4
kk-en,Қазақстан - ТМД-да мемлекеттік қызмет көрсету ісін электронды форматқа көшіруді бірінші болып бастаған елдердің бірі.,Kazakhstan is one of the first CIS countries that has started transition to electronic format of public services.,Kazakhstan is one of the first countries in the CIS to start transferring public services to e-format.,0.183663615907903,71.0,4
